Mehtar Lam,AF,34.6714,70.2094,17345
Mazar-e Sharif,AF,36.709,67.1109,523300
Lashkar Gah,AF,31.5938,64.3716,43934
Kushk,AF,33.2957,61.9522,16952
Kunduz,AF,36.7289,68.857,161902
Khost,AF,33.3395,69.9204,96123
Khulm,AF,36.6974,67.6983,64933
Khash,AF,31.5292,62.7906,15133
Khan Neshin,AF,30.5488,63.7888,25600
Khanabad,AF,36.683,69.1128,71531
Karukh,AF,34.4811,62.5863,17484
Kandahar,AF,31.6133,65.7101,523300
Kabul,AF,34.5281,69.1723,4434550
Jurm,AF,36.8648,70.8342,23064
Jalalabad,AF,34.4265,70.4515,271900
Jabal os Saraj,AF,35.1183,69.2378,15032
Herat,AF,34.3482,62.1997,574300
Ghormach,AF,35.7306,63.7826,30000
Ghazni,AF,33.5539,68.421,141000
Gereshk,AF,31.8209,64.57,43588
Gardez,AF,33.5974,69.2259,103601
Fayzabad,AF,37.1166,70.58,44421
Farah,AF,32.3745,62.1164,43561
Istalif,AF,34.8327,69.0776,41413
Eslam Qaleh,AF,34.6667,61.0667,18086
Charikar,AF,35.0136,69.1714,53676
Baraki Barak,AF,33.9674,68.9492,22305
Bamyan,AF,34.8216,67.8273,61863
Balkh,AF,36.7563,66.8972,114883
Baharak,AF,37.0025,70.9066,32551
Baghlan,AF,36.1307,68.7083,108449
Art Khwajah,AF,37.0857,69.4796,18623
Asmar,AF,35.0333,71.3581,15708
Asadabad,AF,34.8731,71.147,48400
Andkhoy,AF,36.9529,65.1238,37900
Bazarak,AF,35.3129,69.5152,65000
Markaz-e Woluswali-ye Achin,AF,34.1258,70.7078,15098
Saint John's,AG,17.121,-61.8433,51737
The Valley,AI,18.217,-63.0578,2035
Sarande,AL,39.8753,20.0048,22613
Pogradec,AL,40.9025,20.6525,46070
Librazhd,AL,41.1794,20.315,23312
Kukes,AL,42.0769,20.4219,36125
Korce,AL,40.6186,20.7808,58259
Gjirokaster,AL,40.0758,20.1389,23437
Elbasan,AL,41.1114,20.0822,100903
Bulqize,AL,41.4917,20.2219,26826
Vlore,AL,40.4696,19.4838,115261
Tirana,AL,41.3274,19.8187,418495
Shkoder,AL,42.0683,19.5126,95553
Rrashbull,AL,41.3228,19.5103,20099
Peqin,AL,41.0461,19.7511,16580
Patos Fshat,AL,40.6428,19.6508,22679
Patos,AL,40.6833,19.6194,16000
Lushnje,AL,40.9419,19.705,63135
Lezhe,AL,41.7836,19.6436,18695
Kucove,AL,40.8003,19.9167,31077
Kruje,AL,41.5092,19.7928,51191
Kavaje,AL,41.1856,19.5569,30012
Fushe-Kruje,AL,41.4783,19.7178,17877
Fier-Cifci,AL,40.7167,19.5667,60995
Fier,AL,40.7251,19.5582,56297
Durres,AL,41.3235,19.4547,195920
Berat,AL,40.7058,19.9522,62232
Kapan,AM,39.2076,46.4068,32900
Goris,AM,39.5111,46.3417,17592
Artashat,AM,39.9548,44.5487,22800
Ararat,AM,39.8549,44.6947,17598
Yerevan,AM,40.1776,44.5126,1144700
Vagharshapat,AM,40.1656,44.2946,47989
Sevan,AM,40.548,44.9531,19652
Masis,AM,40.066,44.4367,23136
Vanadzor,AM,40.8074,44.497,78100
Gavar,AM,40.354,45.1239,18900
Ijevan,AM,40.8804,45.1478,19500
Hrazdan,AM,40.5169,44.7559,49500
Armavir,AM,40.1555,44.0388,29700
Gyumri,AM,40.7931,43.8464,114667
Dilijan,AM,40.7404,44.8634,15914
Davtashen,AM,40.2164,44.4809,52100
Charentsavan,AM,40.4029,44.6445,22071
Avan,AM,40.2144,44.5785,58800
Ashtarak,AM,40.2976,44.3615,17600
Artik,AM,40.6192,43.9721,18145
Abovyan,AM,40.2717,44.6334,50556
Erebuni,AM,40.1331,44.5301,129700
Nor Nork,AM,40.1966,44.5669,137300
Ajapnyak,AM,40.1992,44.4706,122800
Kanaker-Zeytun,AM,40.22,44.5383,75500
Malatia-Sebastia,AM,40.174,44.4457,150500
Kentron,AM,40.1781,44.513,133000
Shengavit,AM,40.1557,44.4779,140600
Arabkir,AM,40.2062,44.5037,119300
Saurimo,AO,-9.6608,20.3915,393000
Lucapa,AO,-8.4192,20.7447,110000
Dundo,AO,-7.3664,20.8156,177604
Chitato,AO,-7.3,20.7333,246880
Cassanguidi,AO,-7.4837,21.3034,20000
Lumbala,AO,-14.1016,21.4353,19000
Luau,AO,-10.7073,22.2247,55432
Cazombo,AO,-11.8991,22.9022,34000
Nzagi,AO,-8.3855,15.3013,60000
Viana,AO,-8.9055,13.375,865863
Uige,AO,-7.6087,15.0613,322531
Ucua,AO,-8.6516,14.1565,41654
Tomboco,AO,-6.8052,13.3302,20358
Soyo,AO,-6.1349,12.3689,221555
Songo,AO,-7.3521,14.8463,31382
Sanza Pombo,AO,-7.3147,16.0024,23000
Piri,AO,-8.5341,14.4355,26265
Pango Aluquem,AO,-8.7131,14.4629,16080
N'zeto,AO,-7.228,12.8696,28840
Negage,AO,-7.7594,15.2722,92950
N'dalatando,AO,-9.2978,14.9116,161584
Muxaluando,AO,-8.1231,14.2884,21052
Mussende,AO,-10.5143,16.0199,33558
Mbanza Kongo,AO,-6.2667,14.2383,148000
Maquela do Zombo,AO,-6.0572,15.1097,42000
Malanje,AO,-9.5402,16.341,455000
Maianga,AO,-8.8469,13.237,727681
Mabubas,AO,-8.5243,13.6862,16981
Lucala,AO,-9.2727,15.2521,19422
Lubalo,AO,-9.1545,19.2814,26103
Luanda,AO,-8.8368,13.2343,2776168
Kunda dya Baze,AO,-8.9077,17.0534,15965
Benfica,AO,-8.9443,13.1643,191828
Gombe,AO,-8.1244,14.2908,19209
Golungo Alto,AO,-9.1333,14.7667,19992
Dondo,AO,-9.6846,14.4279,64643
Dondo,AO,-9.05,15.3167,64643
Cuimba,AO,-6.1208,14.6209,41878
Cuilo,AO,-8.2362,19.5257,26577
Cuango-Luzamba,AO,-9.1458,18.0445,55000
Cazombo,AO,-8.732,15.3712,34000
Caxito,AO,-8.5785,13.6642,55000
Cangandala,AO,-9.7833,16.4333,52220
Canacassala,AO,-8.1626,14.1166,20913
Camabatela,AO,-8.1881,15.375,21767
Calumbo,AO,-9.1469,13.4194,652270
Cage Mazumbo,AO,-8.2997,14.3449,16093
Cacuso,AO,-9.421,15.7467,39302
Cacuaco,AO,-8.7798,13.3748,146867
Cabinda,AO,-5.562,12.1948,550000
Bula Atumba,AO,-8.6742,14.797,30537
Buco Zau,AO,-4.7667,12.55,40953
Belize,AO,-4.65,12.7667,24430
Barra do Dande,AO,-8.4718,13.3701,75000
Bailundo,AO,-9.575,15.9944,70481
Gama,AO,-8.5675,13.4764,66202
Cazenga,AO,-8.838,13.284,394170
Golfe,AO,-8.8664,13.2617,655796
Camama,AO,-8.9361,13.2652,667094
Talatona,AO,-8.9178,13.1856,500000
Xangongo,AO,-16.7444,14.9749,35000
Alto Hama,AO,-12.2333,15.55,36661
Virei,AO,-15.727,12.9496,42607
Ucuma,AO,-12.9612,15.0596,21809
Ucu Seles,AO,-11.4124,14.3066,47421
Tombua,AO,-15.8039,11.8448,46573
Sumbe,AO,-11.206,13.8437,205832
Quipungo,AO,-14.8191,14.535,23014
Quibala,AO,-10.7337,14.98,27128
Porto Amboim,AO,-10.7325,13.7684,91605
Ondjiva,AO,-17.0667,15.7333,121537
Nharea,AO,-11.4751,16.965,18000
Mossamedes,AO,-15.1961,12.1522,255000
Mungo,AO,-11.8327,16.2361,21662
Menongue,AO,-14.6585,17.691,251178
Matala,AO,-14.7327,15.0348,78000
Luquembo,AO,-10.7391,17.7177,69420
Luena,AO,-11.7833,19.9167,273675
Lubango,AO,-14.9172,13.4925,600751
Longonjo,AO,-12.9079,15.2485,92103
Londuimbali,AO,-12.2371,15.317,17000
Lobito,AO,-12.3644,13.536,393079
Cuito,AO,-12.3833,16.9333,355423
Catchiungo,AO,-12.566,16.2259,120677
Humbe,AO,-16.6864,14.9032,35985
Huambo,AO,-12.7761,15.7392,595304
Ganda,AO,-13.0159,14.635,65000
Gabela,AO,-10.8515,14.3799,116903
Ecunna,AO,-12.6789,15.5056,82541
Dombe Grande,AO,-12.9517,13.1025,25000
Cuemba,AO,-12.15,18.0833,19995
Cubal do Lumbo,AO,-12.3126,14.1265,18451
Cubal,AO,-13.0387,14.2455,90367
Conda,AO,-11.1086,14.3362,21260
Chitembo,AO,-13.55,16.6333,25000
Chinguar,AO,-12.5571,16.338,26811
Chindumbo,AO,-11.95,14.4667,32013
Cela,AO,-11.4217,15.1235,90000
Catumbela,AO,-12.43,13.5468,95034
Catabola,AO,-12.15,17.2833,28831
Capunda,AO,-11.1333,14.4667,21260
Camucuio,AO,-14.1138,13.2406,66112
Cambundi Catembo,AO,-10.0753,17.5506,17212
Camacupa,AO,-12.0167,17.4833,59000
Caluquembe,AO,-13.8667,14.4333,31000
Calulo,AO,-10.0006,14.8952,44000
Cahama,AO,-16.2856,14.3096,70061
Caala,AO,-12.8525,15.5606,130000
Bocoio,AO,-12.4702,14.1369,164685
Benguela,AO,-12.5767,13.4027,555124
Balombo,AO,-12.3543,14.7723,108965
Baia Farta,AO,-12.6042,13.1967,107841
Andulo,AO,-11.4868,16.6966,50000
Cambundi,AO,-7.4686,17.0377,17212
Kikolo,AO,-8.7815,13.3338,728205
Cafunfo,AO,-8.7672,17.9957,90000
Santa Clara,AO,-10.1916,15.4341,29000
Quissecula,AO,-11.3922,15.092,90000
Cambundi,AO,-10.8948,17.764,17212
Mulenvos,AO,-8.8669,13.3344,882014
Kilamba,AO,-8.8486,13.275,237528
Ingombota,AO,-8.8181,13.2289,144911
Nova Vida,AO,-8.9055,13.2221,464985
Zango,AO,-9.0121,13.3844,198538
Vila Flor,AO,-8.9801,13.3078,256066
Rangel,AO,-8.8264,13.2629,190569
Samba,AO,-8.88,13.1962,364986
Sambizanga,AO,-8.7888,13.2751,177808
Navegantes,AO,-12.59,13.3912,240075
Kima Kieza,AO,-8.8341,13.2952,428855
Panguila,AO,-8.6934,13.4491,158068
Ramiros,AO,-9.0626,13.0456,323576
Hoji ya Henda,AO,-8.8052,13.2897,642050
Zarate,AR,-34.0958,-59.0242,99061
Colonia Wanda,AR,-25.9734,-54.563,15529
Villa Ortuzar,AR,-34.5797,-58.4683,22500
Villa Ocampo,AR,-28.4873,-59.3542,19101
Villa Lugano,AR,-34.6791,-58.4726,114000
Villaguay,AR,-31.8677,-59.027,32027
Villa Gesell,AR,-37.2639,-56.973,23257
Villa de Mayo,AR,-34.5108,-58.6806,43405
Tristan Suarez,AR,-34.8898,-58.5676,27746
Tortuguitas,AR,-34.4751,-58.7537,41390
Tigre,AR,-34.426,-58.5796,31106
Tandil,AR,-37.3287,-59.1369,115877
San Vicente,AR,-26.6167,-54.1333,38247
Santo Tome,AR,-28.551,-56.0412,22634
Santos Lugares,AR,-34.6031,-58.5407,37267
Santa Teresita,AR,-36.5406,-56.6929,15213
Santa Elena,AR,-30.9443,-59.7883,18410
San Pedro,AR,-33.6792,-59.6663,47452
San Pedro,AR,-26.6218,-54.109,23736
San Luis del Palmar,AR,-27.5077,-58.5562,15347
San Lorenzo,AR,-28.1344,-58.7668,47626
San Justo,AR,-34.6811,-58.5638,105274
San Javier,AR,-30.5807,-59.9296,15606
San Isidro,AR,-34.4697,-58.5211,45190
San Antonio de Padua,AR,-34.6627,-58.6982,37745
San Antonio de Areco,AR,-34.2508,-59.4694,23114
Saladillo,AR,-35.6388,-59.7794,35669
Saladas,AR,-28.255,-58.6239,18349
Retiro,AR,-34.5833,-58.3833,38635
Resistencia,AR,-27.4636,-58.9866,290793
Reconquista,AR,-29.15,-59.65,90184
Quilmes,AR,-34.7206,-58.2545,262379
Puerto Rico,AR,-26.8089,-55.0215,17491
Puerto Iguazu,AR,-25.5991,-54.5735,32038
Puerto Esperanza,AR,-26.0227,-54.6136,15579
Puerto Eldorado,AR,-26.4084,-54.6946,54189
Posadas,AR,-27.3918,-55.9238,305874
Pontevedra,AR,-34.7495,-58.7016,33515
Pirane,AR,-25.7327,-59.1099,19124
Pinamar,AR,-37.1111,-56.8652,45000
Pilar,AR,-34.4587,-58.914,81120
Paso de los Libres,AR,-29.7125,-57.0877,43805
Obera,AR,-27.4868,-55.1199,56528
Nogoya,AR,-32.3937,-59.7895,43195
Necochea,AR,-38.5545,-58.7396,73557
Muniz,AR,-34.5562,-58.7074,26844
Moron,AR,-34.6512,-58.6221,99066
Monte Caseros,AR,-30.2518,-57.6354,24671
Montecarlo,AR,-26.5685,-54.7579,22229
Merlo,AR,-34.6654,-58.7274,268961
Mercedes,AR,-34.6507,-59.4314,63284
Mercedes,AR,-29.1842,-58.0752,30649
Haedo,AR,-34.6424,-58.5921,37745
Mar del Plata,AR,-38.0004,-57.5562,593337
Mar de Ajo,AR,-36.7288,-56.6827,25520
Lujan,AR,-34.5664,-59.1148,97363
Los Polvorines,AR,-34.5032,-58.706,53354
Lomas de Zamora,AR,-34.7574,-58.4028,111897
La Plata,AR,-34.9213,-57.9544,195443
La Paz,AR,-30.7418,-59.6452,24716
Jardin America,AR,-27.0435,-55.227,24905
Ituzaingo,AR,-27.585,-56.6871,168419
Hurlingham,AR,-34.5904,-58.629,60000
Gualeguaychu,AR,-33.0078,-58.5184,78676
Gualeguay,AR,-33.1409,-59.3126,33120
Goya,AR,-29.1399,-59.2634,70245
Gobernador Virasora,AR,-28.05,-56.0333,28756
General Pacheco,AR,-34.4526,-58.6431,43287
General Juan Madariaga,AR,-37.002,-57.1358,16763
General Jose de San Martin,AR,-26.5364,-59.3414,31758
Garupa,AR,-27.4831,-55.8292,28814
Formosa,AR,-26.1849,-58.1731,222226
Fontana,AR,-27.4204,-59.0373,26745
Federal,AR,-30.9562,-58.7797,16333
Ezeiza,AR,-34.8544,-58.5247,115021
Esquina,AR,-30.0148,-59.5289,26399
El Soberbio,AR,-27.2966,-54.1981,19571
El Palomar,AR,-34.6177,-58.6015,59031
Don Torcuato,AR,-34.4946,-58.6273,71356
Dolores,AR,-36.3154,-57.6755,25190
Curuzu Cuatia,AR,-29.7915,-58.0499,36390
Corrientes,AR,-27.4678,-58.8344,346334
Concordia,AR,-31.392,-58.0171,145210
Concepcion del Uruguay,AR,-32.4846,-58.2322,67895
Colon,AR,-32.2231,-58.1443,58219
Colegiales,AR,-34.5737,-58.4492,57000
Chascomus,AR,-35.5768,-58.0121,47524
Chajari,AR,-30.7548,-57.982,30655
Castelar,AR,-34.6514,-58.6407,107786
Campana,AR,-34.1633,-58.9592,86860
Buenos Aires,AR,-34.6131,-58.3772,2891082
Boedo,AR,-34.6333,-58.4167,48231
Berazategui,AR,-34.7653,-58.2128,180523
Bella Vista,AR,-34.5651,-58.6903,79737
Belgrano,AR,-34.5627,-58.4583,138942
Barranqueras,AR,-27.4813,-58.9393,50823
Barracas,AR,-34.6497,-58.3834,77474
Balcarce,AR,-37.8464,-58.2555,38823
Azul,AR,-36.778,-59.8585,53941
Ayacucho,AR,-37.1528,-58.4884,17364
Avellaneda,AR,-29.1176,-59.6583,23341
Aristobulo del Valle,AR,-27.0957,-54.8934,20683
Apostoles,AR,-27.9142,-55.7535,26710
Zapala,AR,-38.9006,-70.0667,31534
Yerba Buena,AR,-26.813,-65.2954,50783
Villa Regina,AR,-39.0963,-67.0837,31209
Villa Paula de Sarmiento,AR,-31.4933,-68.5384,19092
Villa Nueva,AR,-32.4329,-63.2481,16841
Villa Maria,AR,-32.4075,-63.2402,92453
Villa Dolores,AR,-31.945,-65.1903,28009
Villa Constitucion,AR,-33.2279,-60.3299,44271
Villa Carlos Paz,AR,-31.4183,-64.4901,69451
Villa Angela,AR,-27.5768,-60.7111,43511
Villa Allende,AR,-31.2937,-64.2977,21683
Viedma,AR,-40.8152,-63.0004,48940
Victoria,AR,-32.6184,-60.1548,25139
Vera,AR,-29.4599,-60.2131,19797
Venado Tuerto,AR,-33.7458,-61.9671,72340
Veinticinco de Mayo,AR,-35.4325,-60.1716,24668
Ushuaia,AR,-54.8108,-68.3159,56825
Unquillo,AR,-31.2372,-64.3118,15369
Tres Isletas,AR,-26.3407,-60.4321,24747
Tres Arroyos,AR,-38.3769,-60.2756,47136
Trenque Lauquen,AR,-35.9733,-62.7328,46019
Trelew,AR,-43.249,-65.305,97915
Termas de Rio Hondo,AR,-27.4936,-64.8597,27838
Tartagal,AR,-22.5168,-63.8056,60819
Tafi Viejo,AR,-26.7333,-65.2615,48459
Sunchales,AR,-30.9448,-61.5597,18757
Santo Tome,AR,-31.6627,-60.7653,59072
Santiago del Estero,AR,-27.8005,-64.2629,252192
Santa Rosa,AR,-36.6162,-64.2899,102860
Santa Lucia,AR,-31.5405,-68.4979,43565
Santa Fe,AR,-31.6488,-60.7087,391164
San Salvador de Jujuy,AR,-24.1928,-65.2934,257970
San Ramon de la Nueva Oran,AR,-23.137,-64.3243,74059
San Rafael,AR,-34.6153,-68.3324,118009
San Pedro de Jujuy,AR,-24.2313,-64.8661,58430
San Nicolas de los Arroyos,AR,-33.3342,-60.2108,134217
San Miguel de Tucuman,AR,-26.816,-65.2105,548866
San Martin de los Andes,AR,-40.1579,-71.3534,23519
San Martin,AR,-33.0834,-68.4731,82549
San Luis,AR,-33.2914,-66.3247,169947
San Justo,AR,-30.7899,-60.5928,21809
San Juan,AR,-31.5373,-68.5257,109123
San Jose de Jachal,AR,-30.2416,-68.7466,21018
San Jorge,AR,-31.8971,-61.8599,16873
San Francisco,AR,-31.425,-62.084,59062
Catamarca,AR,-28.4696,-65.7852,159139
San Carlos de Bolivar,AR,-36.2307,-61.1157,26242
San Antonio Oeste,AR,-40.7319,-64.9477,16966
Salto,AR,-34.2918,-60.2545,40157
Salta,AR,-24.8065,-65.42,520683
Rufino,AR,-34.2624,-62.7113,18361
Rosario,AR,-32.9468,-60.6393,948312
Rio Tercero,AR,-32.1767,-64.1129,53389
Rio Segundo,AR,-31.6501,-63.9117,18155
Rio Grande,AR,-53.7877,-67.7097,52681
Rio Gallegos,AR,-51.6253,-69.2523,95796
Rio Cuarto,AR,-33.1304,-64.3527,157010
Rio Colorado,AR,-38.9908,-64.0957,16132
Rio Ceballos,AR,-31.1697,-64.3175,16632
Rawson,AR,-43.3003,-65.1056,26335
Rafaela,AR,-31.2528,-61.4908,88713
Quitilipi,AR,-26.8708,-60.2154,32083
Punta Alta,AR,-38.8805,-62.075,57209
Puerto Madryn,AR,-42.7685,-65.0383,64555
Profesor Salvador Mazza,AR,-22.049,-63.6908,25000
Presidencia Roque Saenz Pena,AR,-26.7909,-60.4413,81879
Pocito,AR,-31.6833,-68.5833,40969
Plottier,AR,-38.9667,-68.2333,25186
Pergamino,AR,-33.891,-60.5746,91399
Perez,AR,-32.9984,-60.7679,24436
Pehuajo,AR,-35.8108,-61.899,44783
Parana,AR,-31.7327,-60.529,247139
Palpala,AR,-24.258,-65.2136,48199
Olavarria,AR,-36.8938,-60.3232,89721
Nueve de Julio,AR,-35.4439,-60.8846,34718
Neuquen,AR,-38.9508,-68.0592,231198
Morteros,AR,-30.7107,-62.0071,15129
Monteros,AR,-27.1683,-65.4989,23771
Mendoza,AR,-32.8895,-68.8458,114893
Marcos Juarez,AR,-32.6978,-62.1067,24226
Machagai,AR,-26.9262,-60.0485,28070
Lincoln,AR,-34.8682,-61.5293,41808
Libertador General San Martin,AR,-23.8131,-64.7935,49267
Las Brenas,AR,-27.0882,-61.0822,26955
La Rioja,AR,-29.4133,-66.8564,178872
La Falda,AR,-31.0932,-64.4845,15112
La Calera,AR,-31.3458,-64.3385,24796
Laboulaye,AR,-34.1269,-63.3908,19908
Junin,AR,-34.5939,-60.9464,87509
Joaquin V. Gonzalez,AR,-25.1136,-64.1263,19185
Jesus Maria,AR,-30.9815,-64.0942,26825
Granadero Baigorria,AR,-32.8568,-60.7175,32427
Gobernador Galvez,AR,-33.0302,-60.6405,74650
General Villegas,AR,-35.0326,-63.0148,16270
General Roca,AR,-39.0333,-67.5833,73212
General Pinedo,AR,-27.3253,-61.281,15741
General Pico,AR,-35.6593,-63.7579,57029
General Mosconi,AR,-22.5962,-63.811,19811
Galvez,AR,-32.0296,-61.221,18374
Firmat,AR,-33.4594,-61.4832,18294
Famailla,AR,-27.0545,-65.4019,30951
Esquel,AR,-42.9115,-71.3195,28486
Esperanza,AR,-31.4496,-60.9315,35885
Embarcacion,AR,-23.21,-64.0996,23961
Embalse,AR,-32.2068,-64.4006,15900
El Bolson,AR,-41.9605,-71.5334,15537
Diamante,AR,-32.0671,-60.6427,19545
Dean Funes,AR,-30.425,-64.3527,20164
Cutral-Co,AR,-38.9342,-69.2305,47380
Cruz del Eje,AR,-30.7264,-64.8039,28166
Crespo,AR,-32.0308,-60.3062,18296
Cosquin,AR,-31.2452,-64.4657,19070
Coronel Suarez,AR,-37.4586,-61.9329,27000
Coronda,AR,-31.9736,-60.9194,16975
Cordoba,AR,-31.4065,-64.1885,2106734
Comodoro Rivadavia,AR,-45.8626,-67.494,140850
Cipolletti,AR,-38.9339,-67.9903,75078
Cinco Saltos,AR,-38.8222,-68.0629,19819
Chivilcoy,AR,-34.8969,-60.0191,54514
Chimbas,AR,-31.4931,-68.5326,73829
Chilecito,AR,-29.1616,-67.4993,42248
Charata,AR,-27.2179,-61.1874,27813
Chacabuco,AR,-34.642,-60.4712,34587
Centenario,AR,-38.8295,-68.1318,28956
Caucete,AR,-31.6515,-68.2822,33609
Catriel,AR,-37.8755,-67.7945,15169
Juan Jose Castelli,AR,-25.9466,-60.6201,36588
Casilda,AR,-33.0446,-61.1642,32002
Carmen de Patagones,AR,-40.8025,-62.9835,20533
Carcarana,AR,-32.857,-61.1511,15619
Capitan Bermudez,AR,-32.8226,-60.7185,27060
Canada de Gomez,AR,-32.8203,-61.3951,36000
Caleta Olivia,AR,-46.4479,-67.5227,36077
Bell Ville,AR,-32.6302,-62.6888,35105
Bella Vista,AR,-27.0342,-65.302,15126
Bahia Blanca,AR,-38.7176,-62.2655,299101
Arroyo Seco,AR,-33.1536,-60.5117,20620
Arroyito,AR,-31.4192,-63.0508,19577
Arrecifes,AR,-34.0631,-60.1026,26400
Anatuya,AR,-28.4602,-62.8335,20261
Alta Gracia,AR,-31.6498,-64.4297,40384
Allen,AR,-38.9774,-67.8271,26083
Alderetes,AR,-26.8179,-65.142,38466
Albardon,AR,-31.4372,-68.5256,20413
Aimogasta,AR,-28.56,-66.8074,16625
Aguilares,AR,-27.4315,-65.6146,32494
Balvanera,AR,-34.6103,-58.3977,152198
Villa Santa Rita,AR,-34.6108,-58.481,34000
Villa Mercedes,AR,-33.6757,-65.4578,96781
San Miguel,AR,-34.5433,-58.7123,168762
San Carlos de Bariloche,AR,-41.1456,-71.3082,95394
Adrogue,AR,-34.8004,-58.3838,28265
La Union,AR,-34.8756,-58.5419,24293
Ingeniero Pablo Nogues,AR,-34.4778,-58.7065,38470
Villa Sarmiento,AR,-34.6336,-58.5705,17481
Jose C. Paz,AR,-34.5154,-58.7681,230208
Pago Pago,AS,-14.2781,-170.7025,11500
Doebling,AT,48.25,16.3333,75418
Wolfsberg,AT,46.8406,14.8442,25035
Wilten,AT,47.2583,11.3881,18142
Wiener Neustadt,AT,47.8049,16.232,44820
Vienna,AT,48.2085,16.3721,1691468
Wetzelsdorf,AT,47.0529,15.3992,15687
Wels,AT,48.1667,14.0333,16857
Villach,AT,46.6103,13.8558,58882
Traun,AT,48.2209,14.2383,25345
Telfs,AT,47.3071,11.0682,15229
Strassgang,AT,47.0333,15.4,16268
Stockerau,AT,48.3833,16.2167,16292
Steyr,AT,48.0427,14.4213,38331
Simmering,AT,48.1833,16.4333,101420
Sankt Poelten,AT,48.2076,15.6372,21911
Sankt Peter,AT,47.05,15.4667,15187
Sankt Peter,AT,46.6298,14.3402,20320
Sankt Martin,AT,46.6167,14.2833,20000
Salzburg,AT,47.7994,13.044,157245
Saalfelden am Steinernen Meer,AT,47.4268,12.848,16790
Pradl,AT,47.2654,11.4152,32588
